Designator,Mid X,Mid Y,Rotation,Layer
C1,147.33,-65.29,90,top
C2,148.58,-68.59,90,top
C3,154.83,-68.59,90,top
C4,157.23,-72.02,270,top
D1,151.71,-68.21,0,top
D2,156.84,-90.81,90,top
D3,137.79,-64.01,270,top
H1,170.18,-63.5,0,top
H2,132.08,-63.5,0,top
H3,132.08,-101.6,0,top
H4,170.18,-101.6,0,top
J1,166.37,-82.55,90,top
J2,154.0,-90.1,90,bottom
J3,159.28,-93.34,90,top
J4,159.4,-71.63,90,top
L1,153.33,-65.04,0,top
M1,135.89,-101.6,90,top
R1,144.97,-63.25,180,top
R10,140.97,-64.01,270,top
R11,139.7,-64.01,270,top
R12,142.24,-64.01,270,top
R2,144.97,-64.52,0,top
R3,158.12,-85.09,270,top
R4,158.12,-80.01,90,top
R5,154.94,-81.28,90,top
R6,153.67,-81.28,90,top
R7,155.19,-72.53,180,top
R8,155.19,-71.26,0,top
R9,138.43,-90.17,0,top
U1,149.43,-65.04,0,top
U2,153.67,-76.83,0,top
U3,141.62,-82.55,90,top
