Designator,Mid X,Mid Y,Rotation,Layer
C1,152.91,-92.25,0,top
C2,155.03,-92.25,0,top
C3,153.91,-93.87,0,top
C4,160.53,-72.89,270,top
D1,156.03,-93.87,0,top
D2,161.29,-91.44,90,top
D3,131.56,-69.09,270,top
H1,177.8,-67.68,0,top
H2,124.46,-67.68,0,top
H3,124.46,-101.6,0,top
H4,177.8,-101.6,0,top
J1,171.45,-86.36,90,top
J2,164.35,-95.25,90,top
J3,164.35,-75.56,90,top
L1,151.74,-79.34,0,top
M1,135.89,-101.6,90,top
R1,138.73,-68.33,180,top
R10,134.73,-69.09,270,top
R11,133.46,-69.09,270,top
R12,136.0,-69.09,270,top
R2,138.73,-69.6,0,top
R3,163.3,-88.7,270,top
R4,163.32,-84.0,90,top
R5,156.81,-82.55,90,top
R6,155.53,-82.55,90,top
R7,158.58,-73.53,180,top
R8,158.58,-72.26,0,top
R9,133.86,-94.74,0,top
U1,143.19,-70.12,0,top
U2,155.53,-78.11,0,top
U3,135.27,-87.07,90,top
